Date,Open,High,Low,Close,Adj Close,Volume
2016-05-10,601.250000,608.325012,598.299988,606.400024,514.687073,3395704
2016-05-11,599.250000,607.349976,596.250000,600.924988,510.040039,3709888
2016-05-12,601.950012,606.500000,598.400024,605.000000,513.498718,3406932
2016-05-13,603.000000,605.000000,596.075012,603.625000,512.331604,5652064
2016-05-16,605.099976,611.825012,602.500000,607.500000,515.620544,4533878
2016-05-17,610.000000,612.875000,604.075012,607.125000,515.302368,3796294
2016-05-18,599.500000,607.000000,598.950012,604.924988,513.435059,4256596
2016-05-19,605.474976,608.075012,600.500000,602.875000,511.695129,3954400
2016-05-20,602.500000,609.750000,600.000000,600.799988,509.933960,3994548
2016-05-23,601.700012,602.575012,592.500000,594.000000,504.162415,4585946
2016-05-24,595.525024,595.875000,588.799988,593.875000,504.056274,3485060
2016-05-25,597.049988,606.549988,597.049988,604.325012,512.925842,3857396
2016-05-26,605.049988,619.900024,605.049988,617.075012,523.747559,6136436
2016-05-27,615.799988,629.750000,615.799988,623.750000,529.413025,6180764
2016-05-30,620.750000,636.000000,620.750000,633.799988,537.942932,5285700
2016-05-31,632.500000,633.375000,619.500000,624.325012,529.900940,13782038
2016-06-01,623.025024,634.250000,623.000000,629.099976,533.953735,4840534
2016-06-02,627.500000,637.450012,627.000000,630.775024,535.375549,5053552
2016-06-03,630.025024,639.650024,630.025024,633.450012,537.645874,3998380
2016-06-06,632.450012,638.500000,630.549988,633.375000,537.582275,4225768
2016-06-07,633.500000,636.250000,627.549988,628.700012,533.614136,5692420
2016-06-08,631.974976,631.974976,617.674988,619.049988,525.423645,8741370
2016-06-09,613.125000,613.125000,590.025024,592.750000,514.955261,12740804
2016-06-10,587.700012,595.000000,585.049988,590.299988,512.826843,6383956
2016-06-13,588.400024,592.450012,583.000000,590.450012,512.957092,5286722
2016-06-14,591.200012,591.200012,583.625000,587.500000,510.394257,2940728
2016-06-15,591.849976,596.325012,589.525024,594.974976,516.888245,6711572
2016-06-16,594.750000,594.750000,585.049988,593.000000,515.172485,5302564
2016-06-17,594.500000,596.375000,587.549988,589.750000,512.348877,8515082
2016-06-20,590.500000,605.900024,589.849976,604.375000,525.054443,6229566
2016-06-21,605.599976,607.400024,597.825012,603.049988,523.903503,4761724
2016-06-22,602.000000,605.974976,594.075012,599.750000,521.036560,3031258
2016-06-23,598.650024,607.424988,596.674988,605.799988,526.292542,3828626
2016-06-24,594.000000,599.500000,580.000000,597.275024,518.886414,7808348
2016-06-27,586.025024,591.599976,580.000000,583.099976,506.571777,5583778
2016-06-28,581.400024,586.250000,577.549988,579.575012,503.509399,7655974
2016-06-29,584.500000,589.950012,580.099976,588.424988,511.197906,5459150
2016-06-30,590.250000,592.250000,583.974976,585.400024,508.569946,9346224
2016-07-01,590.000000,590.000000,585.049988,586.200012,509.264862,3991912
2016-07-04,588.099976,597.299988,588.099976,591.974976,514.281921,5381322
2016-07-05,592.500000,593.750000,585.525024,587.724976,510.589752,3596416
2016-07-07,584.349976,585.500000,577.500000,578.625000,502.684021,5954876
2016-07-08,581.500000,583.500000,576.750000,579.099976,503.096771,5551648
2016-07-11,583.700012,589.349976,580.000000,587.525024,510.416016,6668882
2016-07-12,590.000000,590.174988,584.000000,588.275024,511.067627,6197368
2016-07-13,590.000000,597.900024,587.599976,596.900024,518.560608,5275420
2016-07-14,597.500000,598.025024,582.000000,588.125000,510.937225,7413328
2016-07-15,594.750000,594.950012,526.000000,536.275024,465.892212,61484126
2016-07-18,538.625000,542.450012,527.575012,540.974976,469.975403,14332824
2016-07-19,544.299988,545.000000,537.049988,543.474976,472.147308,10404644
2016-07-20,535.000000,544.950012,535.000000,541.549988,470.475006,9822896
2016-07-21,539.500000,543.599976,537.799988,539.950012,469.084961,8668002
2016-07-22,535.000000,539.950012,533.349976,536.224976,465.848785,9386538
2016-07-25,531.500000,541.625000,531.500000,540.424988,469.497528,8469552
2016-07-26,535.174988,544.950012,535.174988,544.349976,472.907471,7189610
2016-07-27,542.349976,548.250000,539.275024,542.674988,471.452271,7431820
2016-07-28,542.700012,543.474976,537.025024,538.750000,468.042389,11258562
2016-07-29,536.299988,538.375000,533.250000,536.924988,466.456940,8156784
2016-08-01,535.750000,543.924988,534.174988,542.625000,471.408875,9096662
2016-08-02,539.950012,542.500000,537.500000,541.900024,470.779083,6822502
2016-08-03,542.825012,543.250000,535.150024,542.450012,471.256836,7213460
2016-08-04,543.200012,543.450012,535.025024,535.900024,465.566467,4237278
2016-08-05,536.000000,536.724976,530.000000,534.000000,463.915833,5609968
2016-08-08,534.500000,540.500000,531.275024,539.349976,468.563660,4643064
2016-08-09,538.500000,542.250000,535.750000,541.700012,470.605255,7192664
2016-08-10,538.000000,543.950012,537.599976,541.174988,470.149109,5576454
2016-08-11,540.849976,547.500000,537.625000,538.674988,467.977203,5038552
2016-08-12,537.525024,539.400024,530.000000,531.275024,461.548431,7449928
2016-08-16,521.000000,529.025024,514.000000,525.900024,456.878937,16429408
2016-08-17,524.974976,526.325012,515.250000,516.650024,448.842896,6599316
2016-08-18,518.250000,519.549988,510.750000,511.700012,444.542542,8434000
2016-08-19,515.000000,519.500000,509.225006,510.649994,443.630341,5686016
2016-08-22,509.000000,515.000000,504.549988,507.725006,441.089264,10253518
2016-08-23,510.049988,521.000000,510.049988,519.825012,451.601257,7406138
2016-08-24,523.500000,531.025024,523.500000,528.700012,459.311432,6129966
2016-08-25,527.500000,528.799988,516.049988,518.075012,450.080902,4796562
2016-08-26,518.000000,523.000000,508.524994,510.125000,443.174255,6881054
2016-08-29,508.799988,515.000000,505.500000,511.399994,444.281921,5220282
2016-08-30,516.224976,522.500000,512.500000,520.200012,451.926971,4375438
2016-08-31,518.549988,522.875000,513.900024,517.924988,449.950562,11139814
2016-09-01,519.000000,520.224976,516.000000,518.775024,450.689026,2877826
2016-09-02,519.525024,520.000000,513.099976,515.924988,448.213043,3332592
2016-09-06,519.125000,524.450012,517.799988,522.500000,453.925079,8215044
2016-09-07,524.000000,529.500000,522.000000,527.174988,457.986603,7425470
2016-09-08,522.500000,522.500000,512.000000,518.825012,450.732452,9092774
2016-09-09,518.500000,520.500000,513.275024,517.750000,449.798553,5053438
2016-09-12,512.625000,529.000000,512.625000,527.000000,457.834503,6203096
2016-09-14,526.974976,528.900024,520.325012,522.799988,454.185730,5152418
2016-09-15,522.799988,523.400024,517.674988,521.099976,452.708801,4701722
2016-09-16,524.500000,532.250000,519.049988,530.075012,460.505920,9949384
2016-09-19,523.000000,534.450012,520.674988,530.599976,460.962036,5809154
2016-09-20,526.650024,528.575012,522.875000,525.075012,456.162231,4214004
2016-09-21,527.000000,530.625000,525.525024,527.875000,458.594727,4231532
2016-09-22,529.500000,530.500000,526.000000,529.400024,459.919556,3629514
2016-09-23,528.500000,529.400024,520.000000,521.275024,452.860931,5205294
2016-09-26,521.375000,522.000000,515.500000,517.950012,449.972229,6371798
2016-09-27,517.525024,524.950012,516.674988,519.875000,451.644684,6525660
2016-09-28,520.000000,521.150024,516.625000,519.474976,451.297150,5434708
2016-09-29,522.474976,522.474976,512.000000,514.599976,447.061951,8902638
2016-09-30,515.549988,521.950012,515.549988,518.025024,450.037445,6502354
2016-10-03,517.750000,520.000000,513.049988,519.049988,450.927887,3656160
2016-10-04,520.000000,525.700012,519.150024,524.599976,455.749451,5066586
2016-10-05,524.599976,524.924988,518.500000,520.750000,452.404785,2307574
2016-10-06,522.500000,522.500000,512.974976,513.700012,446.280060,3721882
2016-10-07,514.974976,516.900024,505.049988,506.274994,439.829498,6288558
2016-10-10,508.500000,515.875000,505.000000,514.974976,447.387726,5413170
2016-10-13,510.700012,529.000000,510.700012,526.174988,457.117767,9778690
2016-10-14,526.450012,541.349976,498.125000,513.575012,446.171478,33461690
2016-10-17,517.474976,520.900024,508.674988,511.200012,444.108215,8014858
2016-10-18,515.000000,520.250000,513.650024,519.525024,451.340607,6388134
2016-10-19,521.000000,522.849976,518.000000,520.900024,452.535095,3509836
2016-10-20,522.375000,525.349976,516.900024,518.325012,450.298096,3535490
2016-10-21,517.500000,520.500000,511.250000,519.150024,460.793854,3863620
2016-10-24,518.750000,521.349976,512.750000,513.549988,455.823334,2902974
2016-10-25,518.250000,519.450012,507.600006,508.600006,451.429810,5636014
2016-10-26,508.500000,509.924988,504.649994,507.100006,450.098358,2775216
2016-10-27,508.950012,508.975006,500.549988,501.750000,445.349792,7227790
2016-10-28,502.600006,505.000000,496.575012,498.750000,442.686981,5840706
2016-11-01,503.399994,503.399994,493.200012,494.725006,439.114441,6332798
2016-11-02,492.399994,493.750000,490.000000,490.524994,435.386536,5377194
2016-11-03,490.524994,491.000000,482.549988,483.424988,429.084625,5225108
2016-11-04,483.500000,489.600006,480.500000,485.500000,430.926392,6005548
2016-11-07,492.500000,493.000000,487.500000,488.975006,434.010742,4537672
2016-11-08,493.450012,493.875000,485.299988,491.299988,436.074402,5261108
2016-11-09,465.000000,487.299988,450.500000,479.149994,425.290192,12764158
2016-11-10,481.250000,481.250000,467.500000,469.700012,416.902466,7287330
2016-11-11,470.000000,472.500000,459.350006,460.774994,408.980621,7096782
2016-11-15,462.000000,469.975006,454.274994,461.774994,409.868225,9235850
2016-11-16,465.000000,478.424988,464.274994,470.450012,417.568054,12222616
2016-11-17,467.125000,474.500000,463.200012,464.899994,412.641937,5706730
2016-11-18,465.000000,466.625000,458.750000,460.000000,408.292725,6040228
2016-11-21,463.450012,463.450012,453.475006,455.549988,404.342957,7940568
2016-11-22,458.450012,464.325012,455.825012,457.100006,405.718750,5483126
2016-11-23,461.049988,461.450012,456.225006,460.125000,408.403687,8251786
2016-11-24,464.100006,469.950012,461.649994,465.149994,412.863892,16780644
2016-11-25,465.225006,492.500000,465.225006,488.750000,433.811035,12631380
2016-11-28,489.649994,491.725006,485.299988,489.875000,434.809540,7365712
2016-11-29,489.399994,492.350006,483.549988,486.299988,431.636414,6125506
2016-11-30,486.500000,488.500000,480.524994,487.774994,432.945618,8500918
2016-12-01,488.000000,491.774994,483.500000,487.799988,432.967804,4611590
2016-12-02,482.399994,484.799988,480.549988,482.250000,428.041718,4453228
2016-12-05,482.950012,484.299988,479.000000,480.825012,426.776886,3659576
2016-12-06,480.899994,489.750000,480.825012,483.250000,428.929291,3562110
2016-12-07,484.000000,486.500000,480.100006,483.200012,428.884949,3385980
2016-12-08,485.024994,493.049988,485.024994,492.325012,436.984222,5941662
2016-12-09,492.500000,504.075012,490.750000,494.674988,439.070007,8648384
2016-12-12,491.399994,491.399994,482.600006,488.674988,433.744476,5345020
2016-12-13,490.250000,496.424988,485.549988,495.100006,439.447266,4854282
2016-12-14,495.500000,502.475006,492.049988,499.875000,443.685516,5382614
2016-12-15,498.700012,509.475006,494.500000,496.174988,440.401459,7966416
2016-12-16,501.899994,504.850006,498.875000,502.575012,446.082062,6436742
2016-12-19,503.049988,504.125000,497.049988,502.325012,445.860138,4124134
2016-12-20,501.000000,509.500000,500.649994,506.075012,449.188599,7636498
2016-12-21,508.000000,511.000000,499.125000,500.774994,444.484344,7343976
2016-12-22,501.250000,503.500000,484.750000,492.350006,437.006378,7060054
2016-12-23,492.450012,503.299988,486.799988,494.225006,438.670563,7306036
2016-12-26,494.000000,497.000000,487.549988,491.375000,436.140930,3213828
2016-12-27,491.375000,500.950012,490.000000,499.475006,443.330536,4912816
2016-12-28,501.475006,504.899994,497.500000,499.250000,443.130768,5476816
2016-12-29,501.875000,504.000000,494.075012,496.174988,440.401459,6240124
2016-12-30,499.000000,506.000000,496.375000,505.299988,448.500671,7267768
2017-01-02,505.549988,506.475006,499.674988,500.549988,444.284637,2335222
2017-01-03,502.049988,502.450012,491.000000,496.924988,441.067139,6778482
2017-01-04,497.524994,502.100006,496.125000,498.875000,442.797974,7073586
2017-01-05,500.799988,504.750000,494.375000,498.075012,442.087860,8207074
2017-01-06,497.450012,499.424988,484.024994,486.125000,431.481140,14393448
2017-01-09,486.125000,488.475006,482.500000,485.174988,430.637909,10545692
2017-01-10,488.500000,490.500000,483.975006,485.274994,430.726715,11939854
2017-01-11,487.100006,489.225006,481.975006,484.549988,430.083160,12241574
2017-01-12,488.774994,502.200012,488.774994,500.024994,443.818695,11855740
2017-01-13,515.000000,520.000000,481.350006,487.899994,433.056610,31276246
2017-01-16,482.500000,482.725006,476.225006,477.825012,424.114075,12351372
2017-01-17,478.125000,482.000000,476.200012,477.700012,424.003143,5560094
2017-01-18,479.049988,480.500000,474.899994,475.399994,421.961639,5952962
2017-01-19,475.500000,479.799988,474.049988,479.049988,425.201355,8876480
2017-01-20,475.000000,476.575012,473.000000,474.350006,421.029724,9124742
2017-01-23,472.500000,479.000000,470.000000,476.350006,422.804932,7948580
2017-01-24,475.000000,475.000000,470.049988,472.774994,419.631744,6826010
